item,occurrence,key,line,kind,token,clause
52,2,52#2,315,code,S06R,"S06R halted 8 cells because a zero in the warm-up made the bound zero, which admits a forecast floored at 1e-300."
52,2,52#2,315,number,52,52.
52,2,52#2,315,number,8,"S06R halted 8 cells because a zero in the warm-up made the bound zero, which admits a forecast floored at 1e-300."
52,2,52#2,315,number,1e-300,"S06R halted 8 cells because a zero in the warm-up made the bound zero, which admits a forecast floored at 1e-300."
53,2,53#2,319,code,RGARCH,"RGARCH DIAGNOSIS in S06R ran on 16 cells excluding every GLOBEX intraday cell, which are the 8 where RGARCH produced up to 87 percent non-positive forecasts."
53,2,53#2,319,code,S06R,"RGARCH DIAGNOSIS in S06R ran on 16 cells excluding every GLOBEX intraday cell, which are the 8 where RGARCH produced up to 87 percent non-positive forecasts."
53,2,53#2,319,code,GLOBEX,"RGARCH DIAGNOSIS in S06R ran on 16 cells excluding every GLOBEX intraday cell, which are the 8 where RGARCH produced up to 87 percent non-positive forecasts."
53,2,53#2,319,code,RGARCH,"RGARCH DIAGNOSIS in S06R ran on 16 cells excluding every GLOBEX intraday cell, which are the 8 where RGARCH produced up to 87 percent non-positive forecasts."
53,2,53#2,319,number,53,53.
53,2,53#2,319,number,16,"RGARCH DIAGNOSIS in S06R ran on 16 cells excluding every GLOBEX intraday cell, which are the 8 where RGARCH produced up to 87 percent non-positive forecasts."
53,2,53#2,319,number,8,"RGARCH DIAGNOSIS in S06R ran on 16 cells excluding every GLOBEX intraday cell, which are the 8 where RGARCH produced up to 87 percent non-positive forecasts."
53,2,53#2,319,number,87,"RGARCH DIAGNOSIS in S06R ran on 16 cells excluding every GLOBEX intraday cell, which are the 8 where RGARCH produced up to 87 percent non-positive forecasts."
53,2,53#2,319,number,8,The question is unanswered and is answered here on those 8.
54,2,54#2,322,path,ES/RTH/B0/30min,The S06R pre-specified cell ES/RTH/B0/30min stands and is NOT replaced.
54,2,54#2,322,code,S06R,The S06R pre-specified cell ES/RTH/B0/30min stands and is NOT replaced.
54,2,54#2,322,code,ES,The S06R pre-specified cell ES/RTH/B0/30min stands and is NOT replaced.
54,2,54#2,322,code,RTH,The S06R pre-specified cell ES/RTH/B0/30min stands and is NOT replaced.
54,2,54#2,322,code,B0,The S06R pre-specified cell ES/RTH/B0/30min stands and is NOT replaced.
54,2,54#2,322,code,MCS,"Largest effective sample selects the cell where the MCS is most powerful and narrows to a singleton under both schemes, biasing toward no difference."
54,2,54#2,322,number,54,54.
55,2,55#2,328,path,`~/Downloads/DataBento Data/SPY 1s Data`,"SPY DATA is at `~/Downloads/DataBento Data/SPY 1s Data`, outside the repository."
55,2,55#2,328,path,`data/`,"The derived parquets under `data/` are NOT consumed, because SCOPE section 3 records them carrying the uncorrected early-close defect in their `_daily_partial` rollup."
55,2,55#2,328,code,SPY,"SPY DATA is at `~/Downloads/DataBento Data/SPY 1s Data`, outside the repository."
55,2,55#2,328,code,SPY,"SPY DATA is at `~/Downloads/DataBento Data/SPY 1s Data`, outside the repository."
55,2,55#2,328,number,55,55.
55,2,55#2,328,number,3,"The derived parquets under `data/` are NOT consumed, because SCOPE section 3 records them carrying the uncorrected early-close defect in their `_daily_partial` rollup."
56,2,56#2,333,code,SPY,"SPY FILL IS A LIVE CONFOUND, not a caveat."
56,2,56#2,333,code,RV,"686 means forward filling concentrates moves into the next traded second, inflating RV in an M-dependent way."
56,2,56#2,333,code,RV,65 percent of RV and was ignorable.
56,2,56#2,333,number,56,56.
56,2,56#2,333,number,0.667,Median fill of 0.667 to 0.
56,2,56#2,333,number,0.686,"667 to 0.686 means forward filling concentrates moves into the next traded second, inflating RV in an M-dependent way."
56,2,56#2,333,number,0.65,On futures the same mechanism carried 0.65 percent of RV and was ignorable.
57,2,57#2,339,code,SPY,"SPY RESULTS ARE TWO-VENUE, covering roughly 33 percent of consolidated volume, labelled as such, with ARCX."
57,2,57#2,339,code,ARCX.PILLAR,"SPY RESULTS ARE TWO-VENUE, covering roughly 33 percent of consolidated volume, labelled as such, with ARCX.PILLAR and XNAS."
57,2,57#2,339,code,XNAS.ITCH,PILLAR and XNAS.ITCH treated as independent replications and never pooled.
57,2,57#2,339,number,57,57.
57,2,57#2,339,number,33,"SPY RESULTS ARE TWO-VENUE, covering roughly 33 percent of consolidated volume, labelled as such, with ARCX."
57,2,57#2,339,number,1,Microstructure noise at 1-second is not assumed negligible; the noise correction is applied and the primary M range is restricted to grid points where implied bias stays below 1 percent.
57,2,57#2,339,number,1,Microstructure noise at 1-second is not assumed negligible; the noise correction is applied and the primary M range is restricted to grid points where implied bias stays below 1 percent.
57,2,57#2,339,number,8.3,"SCOPE section 8.3 does not gate this design, since an exponent fit conditions on nothing, and its three required measurements are reported here."
58,1,58#1,346,date,2024-01-01,"SPY holdout boundary is 2024-01-01, matching futures."
58,1,58#1,346,code,SPY,"SPY holdout boundary is 2024-01-01, matching futures."
58,1,58#1,346,number,58,58.
59,1,59#1,350,path,ES/GLOBEX/B0/1day,"S07 measured the damage: the upper bound fired on 14 forecasts at ES/GLOBEX/B0/1day, replacing each with an in-sample mean roughly twenty times too small on the highest-volatility days, moving QLIKE from 0."
59,1,59#1,350,code,S07,"S07 measured the damage: the upper bound fired on 14 forecasts at ES/GLOBEX/B0/1day, replacing each with an in-sample mean roughly twenty times too small on the highest-volatility days, moving QLIKE from 0."
59,1,59#1,350,code,ES,"S07 measured the damage: the upper bound fired on 14 forecasts at ES/GLOBEX/B0/1day, replacing each with an in-sample mean roughly twenty times too small on the highest-volatility days, moving QLIKE from 0."
59,1,59#1,350,code,GLOBEX,"S07 measured the damage: the upper bound fired on 14 forecasts at ES/GLOBEX/B0/1day, replacing each with an in-sample mean roughly twenty times too small on the highest-volatility days, moving QLIKE from 0."
59,1,59#1,350,code,B0,"S07 measured the damage: the upper bound fired on 14 forecasts at ES/GLOBEX/B0/1day, replacing each with an in-sample mean roughly twenty times too small on the highest-volatility days, moving QLIKE from 0."
59,1,59#1,350,number,59,59.
59,1,59#1,350,number,1e-300,"The observed pathology was one-sided, with forecasts driven to the 1e-300 floor and nothing diverging upward, and a two-sided filter was prescribed."
59,1,59#1,350,number,6.3e-03,"And it was applied to M3_HARJ and M4_HARQ alone, which handicaps the models it touches while M2_HAR keeps forecasts at 6.3e-03 against the same in-sample maximum of 1."
59,1,59#1,350,number,1.19e-03,3e-03 against the same in-sample maximum of 1.19e-03.
59,1,59#1,350,number,14,"S07 measured the damage: the upper bound fired on 14 forecasts at ES/GLOBEX/B0/1day, replacing each with an in-sample mean roughly twenty times too small on the highest-volatility days, moving QLIKE from 0."
59,1,59#1,350,number,0.164,"S07 measured the damage: the upper bound fired on 14 forecasts at ES/GLOBEX/B0/1day, replacing each with an in-sample mean roughly twenty times too small on the highest-volatility days, moving QLIKE from 0.164 to 0."
59,1,59#1,350,number,0.555,164 to 0.555 and IC from 0.
59,1,59#1,350,number,0.838,555 and IC from 0.838 to 0.
59,1,59#1,350,number,0.753,838 to 0.753.
59,1,59#1,350,number,36,"The flag fired in 36 of 42 combinations, with replaced observations carrying 61 to 71 percent of mean QLIKE in the 1day cells."
59,1,59#1,350,number,42,"The flag fired in 36 of 42 combinations, with replaced observations carrying 61 to 71 percent of mean QLIKE in the 1day cells."
59,1,59#1,350,number,61,"The flag fired in 36 of 42 combinations, with replaced observations carrying 61 to 71 percent of mean QLIKE in the 1day cells."
59,1,59#1,350,number,71,"The flag fired in 36 of 42 combinations, with replaced observations carrying 61 to 71 percent of mean QLIKE in the 1day cells."
60,1,60#1,360,number,60,60.
60,1,60#1,360,number,1e-300,A forecast that is non-positive or at or below the 1e-300 floor is replaced by the smallest strictly positive in-sample realized variance.
61,1,61#1,365,code,MCS,THE MCS LEG IS EVALUATED AS K2.
61,1,61#1,365,code,K2,THE MCS LEG IS EVALUATED AS K2.
61,1,61#1,365,code,RTH,"On the clean RTH geometry in S07, composition differed in 7 of 48 comparisons and both pre-specified cells returned no difference at all four comparisons, while the 15 of 24 GLOBEX rate sits where RGARCH is unavailable i"
61,1,61#1,365,code,S07,"On the clean RTH geometry in S07, composition differed in 7 of 48 comparisons and both pre-specified cells returned no difference at all four comparisons, while the 15 of 24 GLOBEX rate sits where RGARCH is unavailable i"
61,1,61#1,365,code,GLOBEX,"On the clean RTH geometry in S07, composition differed in 7 of 48 comparisons and both pre-specified cells returned no difference at all four comparisons, while the 15 of 24 GLOBEX rate sits where RGARCH is unavailable i"
61,1,61#1,365,code,RGARCH,"On the clean RTH geometry in S07, composition differed in 7 of 48 comparisons and both pre-specified cells returned no difference at all four comparisons, while the 15 of 24 GLOBEX rate sits where RGARCH is unavailable i"
61,1,61#1,365,code,K2,K2 is determined here on repaired losses and reported whichever way it falls.
61,1,61#1,365,number,61,61.
61,1,61#1,365,number,7,"On the clean RTH geometry in S07, composition differed in 7 of 48 comparisons and both pre-specified cells returned no difference at all four comparisons, while the 15 of 24 GLOBEX rate sits where RGARCH is unavailable i"
61,1,61#1,365,number,48,"On the clean RTH geometry in S07, composition differed in 7 of 48 comparisons and both pre-specified cells returned no difference at all four comparisons, while the 15 of 24 GLOBEX rate sits where RGARCH is unavailable i"
61,1,61#1,365,number,15,"On the clean RTH geometry in S07, composition differed in 7 of 48 comparisons and both pre-specified cells returned no difference at all four comparisons, while the 15 of 24 GLOBEX rate sits where RGARCH is unavailable i"
61,1,61#1,365,number,24,"On the clean RTH geometry in S07, composition differed in 7 of 48 comparisons and both pre-specified cells returned no difference at all four comparisons, while the 15 of 24 GLOBEX rate sits where RGARCH is unavailable i"
62,1,62#1,371,code,RGARCH,"RGARCH IS AN IMPLEMENTATION FAILURE, NOT A MODEL FAILURE."
62,1,62#1,371,code,GLOBEX,The paper states this as a failure of this implementation at intraday GLOBEX horizons and makes no claim about Realized GARCH.
62,1,62#1,371,number,62,62.
62,1,62#1,371,number,60.8,"rgarch_ll, persistence reaches 60.8, phi reaches -30574, beta reaches 9."
62,1,62#1,371,number,9.6e-120,"8, phi reaches -30574, beta reaches 9.6e-120, and 16 of 31 refits converge in one cell."
62,1,62#1,371,number,16,"6e-120, and 16 of 31 refits converge in one cell."
62,1,62#1,371,number,31,"6e-120, and 16 of 31 refits converge in one cell."
63,1,63#1,376,code,E2,"INTERCEPT ROUTE TO LAMBDA, adopted as a third reported column beside E2 and E4."
63,1,63#1,376,code,E4,"INTERCEPT ROUTE TO LAMBDA, adopted as a third reported column beside E2 and E4."
63,1,63#1,376,code,IV,"Fitting Var(log RV_M) = c + A M^b gives c as a direct estimate of Var(log IV), so lambda_M = c / Var(log RV_M) at any sampling frequency, with no assumption about how proxy noise scales."
63,1,63#1,376,code,E2,"With A > 0 and b < 0 the estimate lies in (0,1) BY CONSTRUCTION, which no existing estimator does: E2 and E4 violated the bound at 14 of 248 grid points in S06R and at 3683 rows in the pre-repair artifacts."
63,1,63#1,376,code,E4,"With A > 0 and b < 0 the estimate lies in (0,1) BY CONSTRUCTION, which no existing estimator does: E2 and E4 violated the bound at 14 of 248 grid points in S06R and at 3683 rows in the pre-repair artifacts."
63,1,63#1,376,code,S06R,"With A > 0 and b < 0 the estimate lies in (0,1) BY CONSTRUCTION, which no existing estimator does: E2 and E4 violated the bound at 14 of 248 grid points in S06R and at 3683 rows in the pre-repair artifacts."
63,1,63#1,376,number,63,63.
63,1,63#1,376,number,0,"With A > 0 and b < 0 the estimate lies in (0,1) BY CONSTRUCTION, which no existing estimator does: E2 and E4 violated the bound at 14 of 248 grid points in S06R and at 3683 rows in the pre-repair artifacts."
63,1,63#1,376,number,0,"With A > 0 and b < 0 the estimate lies in (0,1) BY CONSTRUCTION, which no existing estimator does: E2 and E4 violated the bound at 14 of 248 grid points in S06R and at 3683 rows in the pre-repair artifacts."
63,1,63#1,376,number,0,"With A > 0 and b < 0 the estimate lies in (0,1) BY CONSTRUCTION, which no existing estimator does: E2 and E4 violated the bound at 14 of 248 grid points in S06R and at 3683 rows in the pre-repair artifacts."
63,1,63#1,376,number,1,"With A > 0 and b < 0 the estimate lies in (0,1) BY CONSTRUCTION, which no existing estimator does: E2 and E4 violated the bound at 14 of 248 grid points in S06R and at 3683 rows in the pre-repair artifacts."
63,1,63#1,376,number,14,"With A > 0 and b < 0 the estimate lies in (0,1) BY CONSTRUCTION, which no existing estimator does: E2 and E4 violated the bound at 14 of 248 grid points in S06R and at 3683 rows in the pre-repair artifacts."
63,1,63#1,376,number,248,"With A > 0 and b < 0 the estimate lies in (0,1) BY CONSTRUCTION, which no existing estimator does: E2 and E4 violated the bound at 14 of 248 grid points in S06R and at 3683 rows in the pre-repair artifacts."
63,1,63#1,376,number,3683,"With A > 0 and b < 0 the estimate lies in (0,1) BY CONSTRUCTION, which no existing estimator does: E2 and E4 violated the bound at 14 of 248 grid points in S06R and at 3683 rows in the pre-repair artifacts."
63,1,63#1,376,number,0,"Fits with A <= 0 or b >= 0 are marked invalid and excluded, since the route is undefined there."
63,1,63#1,376,number,0,"Fits with A <= 0 or b >= 0 are marked invalid and excluded, since the route is undefined there."
64,1,64#1,383,code,S08,THE HOLDOUT IS NOT OPENED IN S08.
64,1,64#1,383,code,S08,"The holdout opens once, at the economic validation of the sizing consequence, because realized tracking error on strategy returns is the quantity that needs it and nothing in S08 does."
64,1,64#1,383,number,64,64.
65,1,65#1,387,code,SPY,"SPY IS A ROBUSTNESS PARAGRAPH, not a second instrument leg."
65,1,65#1,387,code,S07,"Three S07 SPY items are recorded as FAILED MEASUREMENTS rather than results: signature-plot noise returned negative in all twelve venue-year cells, truncated RV returned b of -6."
65,1,65#1,387,code,SPY,"Three S07 SPY items are recorded as FAILED MEASUREMENTS rather than results: signature-plot noise returned negative in all twelve venue-year cells, truncated RV returned b of -6."
65,1,65#1,387,code,RV,"Three S07 SPY items are recorded as FAILED MEASUREMENTS rather than results: signature-plot noise returned negative in all twelve venue-year cells, truncated RV returned b of -6."
65,1,65#1,387,number,65,65.
65,1,65#1,387,number,1.034,"Traded-tick is the primary convention on the intercept-agreement argument, since it recovers 1.034 against the futures range of 1."
65,1,65#1,387,number,1.02,034 against the futures range of 1.02 to 1.
65,1,65#1,387,number,1.08,02 to 1.08 while calendar-time forward fill recovers 1.
65,1,65#1,387,number,1.557,08 while calendar-time forward fill recovers 1.557 for the same object.
65,1,65#1,387,number,0.54,59 at RMSE 0.54 and 79.
65,1,65#1,387,number,79.2,"54 and 79.2, and several stratified fits are degenerate with intercepts of -141."
66,1,66#1,398,code,E2,"Item 29 barred M of 5, 6 and 10 from headline lambda values on the stated ground that E2 cannot form non-overlapping subsamples in a tiny window and E4's quarticity is worthless there."
66,1,66#1,398,code,E4,"Item 29 barred M of 5, 6 and 10 from headline lambda values on the stated ground that E2 cannot form non-overlapping subsamples in a tiny window and E4's quarticity is worthless there."
66,1,66#1,398,number,66,66.
66,1,66#1,398,number,29,"ITEM 29 AMENDED, disclosed."
66,1,66#1,398,number,29,"Item 29 barred M of 5, 6 and 10 from headline lambda values on the stated ground that E2 cannot form non-overlapping subsamples in a tiny window and E4's quarticity is worthless there."
66,1,66#1,398,number,5,"Item 29 barred M of 5, 6 and 10 from headline lambda values on the stated ground that E2 cannot form non-overlapping subsamples in a tiny window and E4's quarticity is worthless there."
66,1,66#1,398,number,6,"Item 29 barred M of 5, 6 and 10 from headline lambda values on the stated ground that E2 cannot form non-overlapping subsamples in a tiny window and E4's quarticity is worthless there."
66,1,66#1,398,number,10,"Item 29 barred M of 5, 6 and 10 from headline lambda values on the stated ground that E2 cannot form non-overlapping subsamples in a tiny window and E4's quarticity is worthless there."
66,1,66#1,398,number,29,"The intercept route postdates item 29 and uses neither mechanism, needing only the fitted intercept from the whole grid and the directly observed Var(log RV_M)."
67,1,67#1,405,code,K2,K2 IS NOT REPORTABLE WITHOUT A PLACEBO.
67,1,67#1,405,number,67,67.
67,1,67#1,405,number,68.8,The clean-geometry rate of 68.8 percent does not track lambda across horizons (65.
67,1,67#1,405,number,65.6,"8 percent does not track lambda across horizons (65.6, 65."
67,1,67#1,405,number,65.0,"6, 65.0, 70."
67,1,67#1,405,number,70.0,"0, 70.0 percent against reliability of 0."
67,1,67#1,405,number,0.840,"0 percent against reliability of 0.840, 0."
67,1,67#1,405,number,0.588,"840, 0.588, 0."
67,1,67#1,405,number,0.396,"588, 0.396), which is not what the section 2."
67,1,67#1,405,number,2.2,"396), which is not what the section 2.2 mechanism predicts."
68,1,68#1,413,path,M/2,R2 textbook shrinkage at lam_theory = c / (c + trigamma(M/2)).
68,1,68#1,413,code,R1,"R1 no shrinkage, using the raw forecast."
68,1,68#1,413,code,R2,R2 textbook shrinkage at lam_theory = c / (c + trigamma(M/2)).
68,1,68#1,413,code,R3,R3 measured shrinkage at lam_intercept.
68,1,68#1,413,code,IV,Shrinkage applies in logs: E[log IV] = (1-lam)*mu_insample + lam*log(forecast).
68,1,68#1,413,number,68,68.
68,1,68#1,413,number,10,"Annualized volatility target 10 percent, daily rebalance, forecast from the M2_HAR model at five-minute-equivalent sampling."
68,1,68#1,413,number,1,Shrinkage applies in logs: E[log IV] = (1-lam)*mu_insample + lam*log(forecast).
69,1,69#1,419,code,ES,50 for ES and $5.
69,1,69#1,419,code,NQ,00 for NQ.
69,1,69#1,419,number,69,69.
69,1,69#1,419,number,0.5,"Secondary is turnover, mean absolute change in position weight, priced across the pre-registered round-turn cost sweep of 0.5, 1."
69,1,69#1,419,number,1.0,"5, 1.0, 2."
69,1,69#1,419,number,2.0,"0, 2.0 and 4."
69,1,69#1,419,number,4.0,0 and 4.0 ticks per leg at the SCOPE section 4 tick values of $12.
69,1,69#1,419,number,4,0 ticks per leg at the SCOPE section 4 tick values of $12.
69,1,69#1,419,number,12.50,0 ticks per leg at the SCOPE section 4 tick values of $12.50 for ES and $5.
69,1,69#1,419,number,5.00,50 for ES and $5.00 for NQ.
70,1,70#1,424,code,RV,"Candidates for forward realized variance: realized semivariance up, realized semivariance down, jump variation as RV minus bipower, Parkinson range, Garman-Klass range, volume surprise against a time-of-day norm, ES-NQ c"
70,1,70#1,424,code,ES,"Candidates for forward realized variance: realized semivariance up, realized semivariance down, jump variation as RV minus bipower, Parkinson range, Garman-Klass range, volume surprise against a time-of-day norm, ES-NQ c"
70,1,70#1,424,code,NQ,"Candidates for forward realized variance: realized semivariance up, realized semivariance down, jump variation as RV minus bipower, Parkinson range, Garman-Klass range, volume surprise against a time-of-day norm, ES-NQ c"
70,1,70#1,424,number,70,70.
70,1,70#1,424,number,0.02,Retention threshold R-squared >= 0.02 on the evaluation sample.
71,1,71#1,433,code,K3,K3 KILL CONDITION.
71,1,71#1,433,code,R2,"If the tracking error difference between R2 and R3 is below 5 percent in relative terms in every cell and at every point of the cost sweep, K3 fires and the sizing consequence is reported as a pre-registered null using t"
71,1,71#1,433,code,R3,"If the tracking error difference between R2 and R3 is below 5 percent in relative terms in every cell and at every point of the cost sweep, K3 fires and the sizing consequence is reported as a pre-registered null using t"
71,1,71#1,433,code,K3,"If the tracking error difference between R2 and R3 is below 5 percent in relative terms in every cell and at every point of the cost sweep, K3 fires and the sizing consequence is reported as a pre-registered null using t"
71,1,71#1,433,code,K3,"K3 is evaluated on the holdout, not in sample."
71,1,71#1,433,number,71,71.
71,1,71#1,433,number,5,"If the tracking error difference between R2 and R3 is below 5 percent in relative terms in every cell and at every point of the cost sweep, K3 fires and the sizing consequence is reported as a pre-registered null using t"
72,1,72#1,437,date,2024-01-01,"HOLDOUT OPENS ONCE, in Phase 6, for ES and NQ from 2024-01-01 to 2026-08-14."
72,1,72#1,437,date,2026-08-14,"HOLDOUT OPENS ONCE, in Phase 6, for ES and NQ from 2024-01-01 to 2026-08-14."
72,1,72#1,437,code,ES,"HOLDOUT OPENS ONCE, in Phase 6, for ES and NQ from 2024-01-01 to 2026-08-14."
72,1,72#1,437,code,NQ,"HOLDOUT OPENS ONCE, in Phase 6, for ES and NQ from 2024-01-01 to 2026-08-14."
72,1,72#1,437,number,72,72.
72,1,72#1,437,number,6,"HOLDOUT OPENS ONCE, in Phase 6, for ES and NQ from 2024-01-01 to 2026-08-14."
73,1,73#1,442,code,S09,NO FURTHER MEASUREMENT SESSION FOLLOWS S09.
73,1,73#1,442,code,SPY,"Roughness, vol-of-vol from the fitted intercept, the overnight leg, SPY as a second instrument, and cross-sectional reliability are recorded as further work and not pursued."
73,1,73#1,442,number,73,73.
74,1,74#1,445,date,2026-08-19,THE S09 INTEGRITY SCAN OF 2026-08-19 IS VOID.
74,1,74#1,445,path,PREREG.md,"Verification on the same day found every flagged file intact: PREREG.md returns 4716 bytes under `wc -c`, all seven S02 source files carry real sizes, no migration process was running, the volume was at 33 percent capaci"
74,1,74#1,445,path,"`, all seven S02 source files carry real sizes, no migration
    process was running, the volume was at 33 percent capacity, and numpy 2.5.2 imports
    cleanly in `","md returns 4716 bytes under `wc -c`, all seven S02 source files carry real sizes, no migration process was running, the volume was at 33 percent capacity, and numpy 2.5.2 imports cleanly in `."
74,1,74#1,445,path,"`. The scan hashed several gigabytes including the 460 MB Databento
    archive, exceeded its command timeout, and returned the empty-string digest for every
    read it failed to complete. `","venv`. The scan hashed several gigabytes including the 460 MB Databento archive, exceeded its command timeout, and returned the empty-string digest for every read it failed to complete. `S09-integrity-scan."
74,1,74#1,445,path,S09-integrity-scan.txt,`S09-integrity-scan.txt` is retained as a record of the fault and its contents carry no evidential weight.
74,1,74#1,445,code,S09,THE S09 INTEGRITY SCAN OF 2026-08-19 IS VOID.
74,1,74#1,445,code,S02,"md returns 4716 bytes under `wc -c`, all seven S02 source files carry real sizes, no migration process was running, the volume was at 33 percent capacity, and numpy 2."
74,1,74#1,445,code,S09,`S09-integrity-scan.
74,1,74#1,445,name,numpy,"md returns 4716 bytes under `wc -c`, all seven S02 source files carry real sizes, no migration process was running, the volume was at 33 percent capacity, and numpy 2."
74,1,74#1,445,name,Databento,"The scan hashed several gigabytes including the 460 MB Databento archive, exceeded its command timeout, and returned the empty-string digest for every read it failed to complete."
74,1,74#1,445,number,74,74.
74,1,74#1,445,number,61,It reported 61 of 142 sampled artifacts hashing to the SHA-256 of the empty string and concluded storage failure.
74,1,74#1,445,number,142,It reported 61 of 142 sampled artifacts hashing to the SHA-256 of the empty string and concluded storage failure.
74,1,74#1,445,number,4716,"md returns 4716 bytes under `wc -c`, all seven S02 source files carry real sizes, no migration process was running, the volume was at 33 percent capacity, and numpy 2."
75,1,75#1,454,code,S05A,"Where file verification is needed, `wc -c` gives true byte counts in seconds and the S05A manifest is the reference."
75,1,75#1,454,number,75,75.
76,1,76#1,457,date,2026-08-19,"ENVIRONMENT EVENT, 2026-08-19."
76,1,76#1,457,path,core/dtypes/common.py,The project virtual environment failed on pandas with an internal inconsistency between core/dtypes/common.py and core/dtypes/ missing.
76,1,76#1,457,path,core/dtypes,py and core/dtypes/ missing.
76,1,76#1,457,path,missing.py,"py and core/dtypes/ missing.py, and its pip was unusable."
76,1,76#1,457,path,requirements.lock,"The environment was rebuilt from requirements.lock rather than patched, and the broken environment was retained at ."
76,1,76#1,457,path,ES/GLOBEX/B0/1day,Equivalence was verified by recomputing the ES/GLOBEX/B0/1day intercept fit against stored values.
76,1,76#1,457,code,ES,Equivalence was verified by recomputing the ES/GLOBEX/B0/1day intercept fit against stored values.
76,1,76#1,457,code,GLOBEX,Equivalence was verified by recomputing the ES/GLOBEX/B0/1day intercept fit against stored values.
76,1,76#1,457,code,B0,Equivalence was verified by recomputing the ES/GLOBEX/B0/1day intercept fit against stored values.
76,1,76#1,457,code,S09-PRE,Phase 1 of S09-PRE records whether the installed versions matched the lock before the rebuild; a mismatch means the environment drifted after S05A and sessions S05B through S08 did not run under the environment their run
76,1,76#1,457,code,S05A,Phase 1 of S09-PRE records whether the installed versions matched the lock before the rebuild; a mismatch means the environment drifted after S05A and sessions S05B through S08 did not run under the environment their run
76,1,76#1,457,code,S05B,Phase 1 of S09-PRE records whether the installed versions matched the lock before the rebuild; a mismatch means the environment drifted after S05A and sessions S05B through S08 did not run under the environment their run
76,1,76#1,457,code,S08,Phase 1 of S09-PRE records whether the installed versions matched the lock before the rebuild; a mismatch means the environment drifted after S05A and sessions S05B through S08 did not run under the environment their run
76,1,76#1,457,name,pandas,The project virtual environment failed on pandas with an internal inconsistency between core/dtypes/common.
76,1,76#1,457,number,76,76.
76,1,76#1,457,number,1,Phase 1 of S09-PRE records whether the installed versions matched the lock before the rebuild; a mismatch means the environment drifted after S05A and sessions S05B through S08 did not run under the environment their run
77,1,77#1,466,date,2026-08-19,"DECISIONS ITEMS 66-75 WERE LOST once already, appended during the aborted S09 run of 2026-08-19 and absent on later inspection."
77,1,77#1,466,path,DECISIONS.md,Any session appending to DECISIONS.md verifies by grep that its append persisted before proceeding.
77,1,77#1,466,code,S09,"DECISIONS ITEMS 66-75 WERE LOST once already, appended during the aborted S09 run of 2026-08-19 and absent on later inspection."
77,1,77#1,466,number,77,77.
77,1,77#1,466,number,66,"DECISIONS ITEMS 66-75 WERE LOST once already, appended during the aborted S09 run of 2026-08-19 and absent on later inspection."
78,1,78#1,469,path,"` alone is insufficient for file verification. In S09-PRE
    the damaged pandas/core/dtypes/common.py returned 56,234 bytes under `","`wc -c` alone is insufficient for file verification. In S09-PRE the damaged pandas/core/dtypes/common.py returned 56,234 bytes under `wc -c` while yielding zero lines and erroring on `tail`, because byte count is metadat"
78,1,78#1,469,path,"`, because byte count is metadata and
    survives the loss of the data blocks. File verification pairs `","py returned 56,234 bytes under `wc -c` while yielding zero lines and erroring on `tail`, because byte count is metadata and survives the loss of the data blocks. File verification pairs `wc -c` with `wc -l`, and a file w"
78,1,78#1,469,code,S09-PRE,In S09-PRE the damaged pandas/core/dtypes/common.
78,1,78#1,469,name,pandas,In S09-PRE the damaged pandas/core/dtypes/common.
78,1,78#1,469,number,78,78.
78,1,78#1,469,number,75,ITEM 75 IS AMENDED.
79,1,79#1,474,date,2026-08-19,"The failure of 2026-08-19 is most consistent with eviction under Optimize Mac Storage on a volume with 25 GiB free, and the pip vendored pygments file that failed in the morning read normally by afternoon, which corrupti"
79,1,79#1,474,path,~/venvs/obs-space-vol,"THE PROJECT ENVIRONMENT LIVES OUTSIDE THE iCLOUD SYNC SCOPE, at ~/venvs/obs-space-vol."
79,1,79#1,474,number,79,79.
79,1,79#1,474,number,25,"The failure of 2026-08-19 is most consistent with eviction under Optimize Mac Storage on a volume with 25 GiB free, and the pip vendored pygments file that failed in the morning read normally by afternoon, which corrupti"
80,1,80#1,485,code,S10,"S10 runs because the headline exponent has never carried an uncertainty estimate: S08 Phase 4 bootstrapped c and reported c_lo and c_hi, and reported nothing for b."
80,1,80#1,485,code,S08,"S10 runs because the headline exponent has never carried an uncertainty estimate: S08 Phase 4 bootstrapped c and reported c_lo and c_hi, and reported nothing for b."
80,1,80#1,485,code,S10,S10 adds no new data and opens no holdout.
80,1,80#1,485,number,80,80.
80,1,80#1,485,number,73,ITEM 73 IS AMENDED.
80,1,80#1,485,number,4,"S10 runs because the headline exponent has never carried an uncertainty estimate: S08 Phase 4 bootstrapped c and reported c_lo and c_hi, and reported nothing for b."
81,1,81#1,490,number,81,81.
81,1,81#1,490,number,0.49,The sign survives; the magnitude moves by up to 0.49 on the same cell and the same data.
82,1,82#1,497,code,S05E,S05E Phase 3 found within-year b steeper than pooled in 16 of 16 cells by a mean of 0.
82,1,82#1,497,number,82,82.
82,1,82#1,497,number,3,S05E Phase 3 found within-year b steeper than pooled in 16 of 16 cells by a mean of 0.
82,1,82#1,497,number,16,S05E Phase 3 found within-year b steeper than pooled in 16 of 16 cells by a mean of 0.
82,1,82#1,497,number,16,S05E Phase 3 found within-year b steeper than pooled in 16 of 16 cells by a mean of 0.
